family,strategy,policy,sample_months,months_with_bets,target_reached_months,all_sample_months_reached,funding_failure_months,lowest_month_net,total_net,max_principal_loss,max_drawdown
predictions,predictor4:追长龙:big_small:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-10.94,-13.38,17.16,17.16
predictions,predictor4:追长龙:big_small:inverse:pc28_high_regular,target100_bankroll,3,3,1,False,0,-21.05,77.85,59.45,133.45
predictions,predictor4:追长龙:big_small:inverse:pc28_high_regular,target100_limit99,3,3,1,False,0,-21.05,77.85,59.45,133.45
predictions,predictor4:追长龙:big_small:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-52.54,-20.6,80.44,138.66
predictions,predictor4:追长龙:big_small:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-52.54,-20.6,80.44,138.66
predictions,predictor4:追长龙:big_small:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-14.6,-6.6,14.6,17.85
predictions,predictor4:追长龙:big_small:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-14.6,-6.6,14.6,17.85
predictions,predictor4:追长龙:big_small:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-24.46,-13.28,24.46,25.44
predictions,predictor4:追长龙:big_small:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-24.46,-13.28,24.46,25.44
predictions,predictor4:追长龙:combo:direct:pc28_high_regular,target100_bankroll,3,3,0,False,2,-99.6,-185.25,99.6,128.79
predictions,predictor4:追长龙:combo:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.38,-183.03,98.38,127.79
predictions,predictor4:追长龙:combo:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,2,-99.2,-276.8,99.2,124.8
predictions,predictor4:追长龙:combo:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.6,-275.2,98.6,124.2
predictions,predictor4:追长龙:combo:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-29.25,62.82,53.56,64.66
predictions,predictor4:追长龙:combo:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-29.25,62.82,53.56,64.66
predictions,predictor4:追长龙:combo:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-40.8,-70.2,46.8,54.0
predictions,predictor4:追长龙:combo:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-40.8,-70.2,46.8,54.0
predictions,predictor4:追长龙:combo:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-5.0,26.77,17.46,35.44
predictions,predictor4:追长龙:combo:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-5.0,26.77,17.46,35.44
predictions,predictor4:追长龙:combo:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-14.0,-7.2,27.8,31.4
predictions,predictor4:追长龙:combo:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-14.0,-7.2,27.8,31.4
predictions,predictor4:追长龙:number:direct:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,132.0
predictions,predictor4:追长龙:number:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,131.0
predictions,predictor4:追长龙:number:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,132.0
predictions,predictor4:追长龙:number:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,131.0
predictions,predictor4:追长龙:odd_even:direct:pc28_high_regular,target100_bankroll,3,3,0,False,0,-63.6,-27.4,71.8,123.95
predictions,predictor4:追长龙:odd_even:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-63.6,-27.4,71.8,123.95
predictions,predictor4:追长龙:odd_even:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-89.38,-171.08,97.74,144.18
predictions,predictor4:追长龙:odd_even:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-89.38,-171.08,97.74,144.18
predictions,predictor4:追长龙:odd_even:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-2.1,31.05,10.6,10.75
predictions,predictor4:追长龙:odd_even:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-2.1,31.05,10.6,10.75
predictions,predictor4:追长龙:odd_even:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-7.42,15.3,8.28,12.66
predictions,predictor4:追长龙:odd_even:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-7.42,15.3,8.28,12.66
predictions,predictor4:追长龙:odd_even:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.15,-52.8,99.15,138.1
predictions,predictor4:追长龙:odd_even:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.15,-51.8,98.15,138.1
predictions,predictor4:追长龙:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.48,-128.54,99.48,112.4
predictions,predictor4:追长龙:odd_even:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.22,-127.28,98.22,112.4
predictions,predictor4:追长龙:odd_even:low100:pc28_high_regular,target100_bankroll,3,2,0,False,0,-14.0,-12.25,17.55,24.05
predictions,predictor4:追长龙:odd_even:low100:pc28_high_regular,target100_limit99,3,2,0,False,0,-14.0,-12.25,17.55,24.05
predictions,predictor4:追长龙:odd_even:low100:pc28_netdisk_regular,target100_bankroll,3,2,0,False,0,-5.92,-4.48,11.74,18.36
predictions,predictor4:追长龙:odd_even:low100:pc28_netdisk_regular,target100_limit99,3,2,0,False,0,-5.92,-4.48,11.74,18.36
predictions,predictor5:找平衡:big_small:direct:pc28_high_regular,target100_bankroll,3,3,1,False,0,-44.15,115.15,53.4,87.4
predictions,predictor5:找平衡:big_small:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-44.15,115.15,53.4,87.4
predictions,predictor5:找平衡:big_small:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-72.64,-84.38,74.84,95.32
predictions,predictor5:找平衡:big_small:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-72.64,-84.38,74.84,95.32
predictions,predictor5:找平衡:big_small:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-8.5,7.8,17.3,18.85
predictions,predictor5:找平衡:big_small:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-8.5,7.8,17.3,18.85
predictions,predictor5:找平衡:big_small:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-11.08,-8.24,15.86,19.7
predictions,predictor5:找平衡:big_small:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-11.08,-8.24,15.86,19.7
predictions,predictor5:找平衡:big_small:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.9,-46.85,99.9,111.5
predictions,predictor5:找平衡:big_small:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.3,-45.25,98.3,109.9
predictions,predictor5:找平衡:big_small:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.02,-86.74,99.02,106.74
predictions,predictor5:找平衡:big_small:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.98,-86.7,98.98,106.7
predictions,predictor5:找平衡:big_small:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-3.9,-2.2,7.6,8.45
predictions,predictor5:找平衡:big_small:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-3.9,-2.2,7.6,8.45
predictions,predictor5:找平衡:big_small:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-3.24,-1.32,7.16,8.12
predictions,predictor5:找平衡:big_small:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-3.24,-1.32,7.16,8.12
predictions,predictor5:找平衡:combo:direct:pc28_high_regular,target100_bankroll,3,3,1,False,2,-99.42,-98.44,99.42,149.08
predictions,predictor5:找平衡:combo:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-98.42,-96.44,98.42,148.08
predictions,predictor5:找平衡:combo:direct:pc28_netdisk_regular,target100_bankroll,3,3,1,False,1,-99.8,-87.2,99.8,122.6
predictions,predictor5:找平衡:combo:direct:pc28_netdisk_regular,target100_limit99,3,3,1,False,0,-98.8,-86.2,98.8,122.6
predictions,predictor5:找平衡:combo:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-35.91,-48.39,58.39,111.79
predictions,predictor5:找平衡:combo:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-35.91,-48.39,58.39,111.79
predictions,predictor5:找平衡:combo:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-33.8,-84.2,61.2,90.4
predictions,predictor5:找平衡:combo:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-33.8,-84.2,61.2,90.4
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,1.63,7.72,12.89,32.13
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,1.63,7.72,12.89,32.13
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-15.6,-3.2,22.2,34.6
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-15.6,-3.2,22.2,34.6
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,103.0
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,102.0
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,103.0
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,102.0
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target100_bankroll,3,3,1,False,0,-53.5,29.55,68.2,110.45
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-53.5,29.55,68.2,110.45
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-50.86,-56.66,68.34,112.06
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-50.86,-56.66,68.34,112.06
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,2.25,16.95,8.75,17.4
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,2.25,16.95,8.75,17.4
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-7.42,-6.56,12.36,16.62
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-7.42,-6.56,12.36,16.62
predictions,predictor5:找平衡:odd_even:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.9,-31.0,99.9,123.4
predictions,predictor5:找平衡:odd_even:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.9,-30.0,98.9,122.4
predictions,predictor5:找平衡:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.26,-132.52,99.26,117.32
predictions,predictor5:找平衡:odd_even:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.26,-131.52,98.26,116.32
predictions,predictor5:找平衡:odd_even:low100:pc28_high_regular,target100_bankroll,3,2,0,False,0,0.0,12.05,5.45,7.85
predictions,predictor5:找平衡:odd_even:low100:pc28_high_regular,target100_limit99,3,2,0,False,0,0.0,12.05,5.45,7.85
predictions,predictor5:找平衡:odd_even:low100:pc28_netdisk_regular,target100_bankroll,3,2,0,False,0,0.0,7.1,7.84,11.74
predictions,predictor5:找平衡:odd_even:low100:pc28_netdisk_regular,target100_limit99,3,2,0,False,0,0.0,7.1,7.84,11.74
predictions,predictor7:频次趋势 V1:big_small:direct:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.15,-110.85,99.15,176.45
predictions,predictor7:频次趋势 V1:big_small:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.15,-109.85,98.15,175.45
predictions,predictor7:频次趋势 V1:big_small:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-100.0,-175.0,100.0,125.18
predictions,predictor7:频次趋势 V1:big_small:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.98,-173.98,98.98,124.16
predictions,predictor7:频次趋势 V1:big_small:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-10.95,-7.85,10.95,13.6
predictions,predictor7:频次趋势 V1:big_small:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-10.95,-7.85,10.95,13.6
predictions,predictor7:频次趋势 V1:big_small:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-15.16,-11.9,15.16,16.14
predictions,predictor7:频次趋势 V1:big_small:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-15.16,-11.9,15.16,16.14
predictions,predictor7:频次趋势 V1:big_small:inverse:pc28_high_regular,target100_bankroll,3,3,1,False,0,-85.5,67.6,99.0,151.9
predictions,predictor7:频次趋势 V1:big_small:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-133.1,99.0,151.9
predictions,predictor7:频次趋势 V1:big_small:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.88,-72.26,99.88,131.08
predictions,predictor7:频次趋势 V1:big_small:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.88,-71.26,98.88,130.08
predictions,predictor7:频次趋势 V1:big_small:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-4.05,-6.45,15.15,15.15
predictions,predictor7:频次趋势 V1:big_small:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-4.05,-6.45,15.15,15.15
predictions,predictor7:频次趋势 V1:big_small:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-4.26,0.24,15.78,15.78
predictions,predictor7:频次趋势 V1:big_small:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-4.26,0.24,15.78,15.78
predictions,predictor7:频次趋势 V1:combo:direct:pc28_high_regular,target100_bankroll,3,3,0,False,3,-99.9,-298.92,99.9,145.35
predictions,predictor7:频次趋势 V1:combo:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.83,-295.7,98.83,144.35
predictions,predictor7:频次趋势 V1:combo:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-99.2,-297.6,99.2,129.8
predictions,predictor7:频次趋势 V1:combo:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.2,-294.6,98.2,128.8
predictions,predictor7:频次趋势 V1:combo:high100:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.03,-82.68,99.03,108.98
predictions,predictor7:频次趋势 V1:combo:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.03,-81.68,98.03,107.98
predictions,predictor7:频次趋势 V1:combo:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.8,-138.4,99.8,99.8
predictions,predictor7:频次趋势 V1:combo:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.8,-137.4,98.8,98.8
predictions,predictor7:频次趋势 V1:combo:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,1.43,20.76,11.78,15.0
predictions,predictor7:频次趋势 V1:combo:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,1.43,20.76,11.78,15.0
predictions,predictor7:频次趋势 V1:combo:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-1.6,16.4,14.0,14.0
predictions,predictor7:频次趋势 V1:combo:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-1.6,16.4,14.0,14.0
predictions,predictor7:频次趋势 V1:number:direct:pc28_high_regular,target100_bankroll,3,3,1,False,2,-100.0,-89.0,100.0,184.0
predictions,predictor7:频次趋势 V1:number:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-99.0,-87.0,99.0,183.0
predictions,predictor7:频次趋势 V1:number:direct:pc28_netdisk_regular,target100_bankroll,3,3,1,False,2,-100.0,-89.0,100.0,177.0
predictions,predictor7:频次趋势 V1:number:direct:pc28_netdisk_regular,target100_limit99,3,3,1,False,0,-99.0,-87.0,99.0,176.0
predictions,predictor7:频次趋势 V1:odd_even:direct:pc28_high_regular,target100_bankroll,3,3,0,False,0,-32.6,87.35,96.0,110.85
predictions,predictor7:频次趋势 V1:odd_even:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-32.6,87.35,96.0,110.85
predictions,predictor7:频次趋势 V1:odd_even:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-50.46,-104.02,88.66,93.7
predictions,predictor7:频次趋势 V1:odd_even:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-50.46,-104.02,88.66,93.7
predictions,predictor7:频次趋势 V1:odd_even:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-20.95,-27.55,20.95,21.35
predictions,predictor7:频次趋势 V1:odd_even:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-20.95,-27.55,20.95,21.35
predictions,predictor7:频次趋势 V1:odd_even:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-9.24,-23.26,10.22,20.12
predictions,predictor7:频次趋势 V1:odd_even:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-9.24,-23.26,10.22,20.12
predictions,predictor7:频次趋势 V1:odd_even:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.85,-170.5,99.85,164.3
predictions,predictor7:频次趋势 V1:odd_even:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.85,-169.5,98.85,163.3
predictions,predictor7:频次趋势 V1:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.32,-192.14,99.32,141.78
predictions,predictor7:频次趋势 V1:odd_even:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.16,-190.98,98.16,140.62
predictions,predictor7:频次趋势 V1:odd_even:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-1.9,13.1,6.0,6.0
predictions,predictor7:频次趋势 V1:odd_even:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-1.9,13.1,6.0,6.0
predictions,predictor7:频次趋势 V1:odd_even:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-1.24,6.16,5.18,5.18
predictions,predictor7:频次趋势 V1:odd_even:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-1.24,6.16,5.18,5.18
predictions,predictor8:组合马尔可夫 V1:big_small:direct:pc28_high_regular,target100_bankroll,3,3,0,False,2,-99.95,-263.3,99.95,129.15
predictions,predictor8:组合马尔可夫 V1:big_small:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.6,-261.0,98.6,128.45
predictions,predictor8:组合马尔可夫 V1:big_small:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,2,-100.0,-293.16,100.0,109.48
predictions,predictor8:组合马尔可夫 V1:big_small:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.98,-291.02,98.98,108.46
predictions,predictor8:组合马尔可夫 V1:big_small:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-17.35,11.1,17.35,19.05
predictions,predictor8:组合马尔可夫 V1:big_small:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-17.35,11.1,17.35,19.05
predictions,predictor8:组合马尔可夫 V1:big_small:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-8.52,16.64,10.24,12.16
predictions,predictor8:组合马尔可夫 V1:big_small:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-8.52,16.64,10.24,12.16
predictions,predictor8:组合马尔可夫 V1:big_small:inverse:pc28_high_regular,target100_bankroll,3,3,1,False,0,15.75,203.3,44.75,73.9
predictions,predictor8:组合马尔可夫 V1:big_small:inverse:pc28_high_regular,target100_limit99,3,3,1,False,0,15.75,203.3,44.75,73.9
predictions,predictor8:组合马尔可夫 V1:big_small:inverse:pc28_netdisk_regular,target100_bankroll,3,3,1,False,0,4.98,144.32,50.0,66.88
predictions,predictor8:组合马尔可夫 V1:big_small:inverse:pc28_netdisk_regular,target100_limit99,3,3,1,False,0,4.98,144.32,50.0,66.88
predictions,predictor8:组合马尔可夫 V1:big_small:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-20.15,-33.45,22.6,28.1
predictions,predictor8:组合马尔可夫 V1:big_small:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-20.15,-33.45,22.6,28.1
predictions,predictor8:组合马尔可夫 V1:big_small:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-26.62,-50.54,29.56,31.48
predictions,predictor8:组合马尔可夫 V1:big_small:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-26.62,-50.54,29.56,31.48
predictions,predictor8:组合马尔可夫 V1:combo:direct:pc28_high_regular,target100_bankroll,3,3,1,False,2,-99.49,-95.67,99.49,144.94
predictions,predictor8:组合马尔可夫 V1:combo:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-98.49,-93.67,98.49,143.94
predictions,predictor8:组合马尔可夫 V1:combo:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-298.8,100.0,118.6
predictions,predictor8:组合马尔可夫 V1:combo:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-295.8,99.0,117.6
predictions,predictor8:组合马尔可夫 V1:combo:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-74.53,-80.05,91.32,117.22
predictions,predictor8:组合马尔可夫 V1:combo:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-74.53,-80.05,91.32,117.22
predictions,predictor8:组合马尔可夫 V1:combo:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.4,-143.8,99.4,106.2
predictions,predictor8:组合马尔可夫 V1:combo:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.4,-142.8,98.4,105.2
predictions,predictor8:组合马尔可夫 V1:combo:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-16.14,1.64,27.89,34.0
predictions,predictor8:组合马尔可夫 V1:combo:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-16.14,1.64,27.89,34.0
predictions,predictor8:组合马尔可夫 V1:combo:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-10.4,-3.8,20.2,27.4
predictions,predictor8:组合马尔可夫 V1:combo:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-10.4,-3.8,20.2,27.4
predictions,predictor8:组合马尔可夫 V1:number:direct:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,123.0
predictions,predictor8:组合马尔可夫 V1:number:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,122.0
predictions,predictor8:组合马尔可夫 V1:number:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,119.0
predictions,predictor8:组合马尔可夫 V1:number:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,118.0
predictions,predictor8:组合马尔可夫 V1:odd_even:direct:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.75,-51.65,99.75,111.5
predictions,predictor8:组合马尔可夫 V1:odd_even:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.75,-50.65,98.75,110.5
predictions,predictor8:组合马尔可夫 V1:odd_even:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.22,-158.38,99.22,104.9
predictions,predictor8:组合马尔可夫 V1:odd_even:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.22,-157.38,98.22,104.9
predictions,predictor8:组合马尔可夫 V1:odd_even:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-13.65,-12.35,15.35,23.4
predictions,predictor8:组合马尔可夫 V1:odd_even:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-13.65,-12.35,15.35,23.4
predictions,predictor8:组合马尔可夫 V1:odd_even:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-14.16,-17.52,21.46,24.08
predictions,predictor8:组合马尔可夫 V1:odd_even:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-14.16,-17.52,21.46,24.08
predictions,predictor8:组合马尔可夫 V1:odd_even:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.95,-153.75,99.95,158.25
predictions,predictor8:组合马尔可夫 V1:odd_even:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.95,-152.75,98.95,158.25
predictions,predictor8:组合马尔可夫 V1:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,2,-99.5,-199.38,99.5,159.68
predictions,predictor8:组合马尔可夫 V1:odd_even:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.3,-197.18,98.3,158.68
predictions,predictor8:组合马尔可夫 V1:odd_even:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-5.15,1.3,7.85,15.35
predictions,predictor8:组合马尔可夫 V1:odd_even:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-5.15,1.3,7.85,15.35
predictions,predictor8:组合马尔可夫 V1:odd_even:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-0.88,7.44,4.7,12.12
predictions,predictor8:组合马尔可夫 V1:odd_even:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-0.88,7.44,4.7,12.12
predictions,predictor9:遗漏回补 V1:big_small:direct:pc28_high_regular,target100_bankroll,3,3,1,False,0,-12.05,123.2,41.65,113.3
predictions,predictor9:遗漏回补 V1:big_small:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-12.05,123.2,41.65,113.3
predictions,predictor9:遗漏回补 V1:big_small:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-20.76,-30.76,40.44,91.06
predictions,predictor9:遗漏回补 V1:big_small:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-20.76,-30.76,40.44,91.06
predictions,predictor9:遗漏回补 V1:big_small:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-10.85,-3.2,10.85,17.75
predictions,predictor9:遗漏回补 V1:big_small:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-10.85,-3.2,10.85,17.75
predictions,predictor9:遗漏回补 V1:big_small:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-12.18,-9.7,12.18,14.08
predictions,predictor9:遗漏回补 V1:big_small:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-12.18,-9.7,12.18,14.08
predictions,predictor9:遗漏回补 V1:big_small:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.4,-166.9,99.4,120.35
predictions,predictor9:遗漏回补 V1:big_small:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.1,-165.6,98.1,119.05
predictions,predictor9:遗漏回补 V1:big_small:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,2,-99.18,-250.6,99.18,119.14
predictions,predictor9:遗漏回补 V1:big_small:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.18,-248.58,98.18,118.12
predictions,predictor9:遗漏回补 V1:big_small:low100:pc28_high_regular,target100_bankroll,3,2,0,False,0,-2.1,4.3,6.6,8.3
predictions,predictor9:遗漏回补 V1:big_small:low100:pc28_high_regular,target100_limit99,3,2,0,False,0,-2.1,4.3,6.6,8.3
