family,strategy,policy,sample_months,months_with_bets,target_reached_months,all_sample_months_reached,funding_failure_months,lowest_month_net,total_net,max_principal_loss,max_drawdown
predictions,fixed:number:25:pc28_high_regular,target100_bankroll,3,3,1,False,2,-100.0,-60.0,100.0,100.0
predictions,fixed:number:25:pc28_high_regular,target100_limit99,3,3,1,False,0,-99.0,-58.0,99.0,99.0
predictions,fixed:number:25:pc28_netdisk_regular,target100_bankroll,3,3,1,False,2,-100.0,-66.0,100.0,100.0
predictions,fixed:number:25:pc28_netdisk_regular,target100_limit99,3,3,1,False,0,-99.0,-64.0,99.0,99.0
predictions,fixed:number:26:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,100.0
predictions,fixed:number:26:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,99.0
predictions,fixed:number:26:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,100.0
predictions,fixed:number:26:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,99.0
predictions,fixed:number:27:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,100.0
predictions,fixed:number:27:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,99.0
predictions,fixed:number:27:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,100.0
predictions,fixed:number:27:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,99.0
predictions,fixed:number:2:pc28_high_regular,target100_bankroll,3,3,2,False,1,-100.0,185.0,100.0,198.0
predictions,fixed:number:2:pc28_high_regular,target100_limit99,3,3,2,False,0,-99.0,186.0,99.0,197.0
predictions,fixed:number:2:pc28_netdisk_regular,target100_bankroll,3,3,2,False,1,-100.0,176.0,100.0,192.0
predictions,fixed:number:2:pc28_netdisk_regular,target100_limit99,3,3,2,False,0,-99.0,177.0,99.0,191.0
predictions,fixed:number:3:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,166.0
predictions,fixed:number:3:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,165.0
predictions,fixed:number:3:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,152.0
predictions,fixed:number:3:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,151.0
predictions,fixed:number:4:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,153.0
predictions,fixed:number:4:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,152.0
predictions,fixed:number:4:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,146.0
predictions,fixed:number:4:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,145.0
predictions,fixed:number:5:pc28_high_regular,target100_bankroll,3,3,1,False,2,-100.0,-88.0,100.0,190.0
predictions,fixed:number:5:pc28_high_regular,target100_limit99,3,3,1,False,0,-99.0,-86.0,99.0,189.0
predictions,fixed:number:5:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,160.0
predictions,fixed:number:5:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,159.0
predictions,fixed:number:6:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,173.0
predictions,fixed:number:6:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,172.0
predictions,fixed:number:6:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,158.0
predictions,fixed:number:6:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,157.0
predictions,fixed:number:7:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,156.0
predictions,fixed:number:7:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,155.0
predictions,fixed:number:7:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,118.0
predictions,fixed:number:7:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,117.0
predictions,fixed:number:8:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,144.0
predictions,fixed:number:8:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,143.0
predictions,fixed:number:8:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,135.0
predictions,fixed:number:8:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,134.0
predictions,fixed:number:9:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,131.0
predictions,fixed:number:9:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,130.0
predictions,fixed:number:9:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,131.0
predictions,fixed:number:9:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,130.0
predictions,fixed:odd_even:单:pc28_high_regular,target100_bankroll,3,3,1,False,1,-99.55,6.7,99.55,110.0
predictions,fixed:odd_even:单:pc28_high_regular,target100_limit99,3,3,1,False,0,-98.25,8.0,98.25,108.7
predictions,fixed:odd_even:单:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.9,-150.2,99.9,101.76
predictions,fixed:odd_even:单:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.9,-149.2,98.9,100.76
predictions,fixed:odd_even:双:pc28_high_regular,target100_bankroll,3,3,1,False,1,-99.6,29.6,99.6,133.95
predictions,fixed:odd_even:双:pc28_high_regular,target100_limit99,3,3,1,False,0,-98.6,30.6,98.6,132.95
predictions,fixed:odd_even:双:pc28_netdisk_regular,target100_bankroll,3,3,1,False,1,-99.42,15.14,99.42,125.42
predictions,fixed:odd_even:双:pc28_netdisk_regular,target100_limit99,3,3,1,False,0,-98.4,16.16,98.4,124.4
predictions,predictor14:高赔组合期望值 V1:big_small:direct:pc28_high_regular,target100_bankroll,2,1,0,False,1,-99.35,-99.35,99.35,99.9
predictions,predictor14:高赔组合期望值 V1:big_small:direct:pc28_high_regular,target100_limit99,2,1,0,False,0,-98.35,-98.35,98.35,98.9
predictions,predictor14:高赔组合期望值 V1:big_small:direct:pc28_netdisk_regular,target100_bankroll,2,1,0,False,0,-44.8,-44.8,45.78,69.52
predictions,predictor14:高赔组合期望值 V1:big_small:direct:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,-44.8,-44.8,45.78,69.52
predictions,predictor14:高赔组合期望值 V1:big_small:high100:pc28_high_regular,target100_bankroll,2,1,0,False,0,-4.25,-4.25,8.15,15.15
predictions,predictor14:高赔组合期望值 V1:big_small:high100:pc28_high_regular,target100_limit99,2,1,0,False,0,-4.25,-4.25,8.15,15.15
predictions,predictor14:高赔组合期望值 V1:big_small:high100:pc28_netdisk_regular,target100_bankroll,2,1,0,False,0,-7.26,-7.26,9.06,10.96
predictions,predictor14:高赔组合期望值 V1:big_small:high100:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,-7.26,-7.26,9.06,10.96
predictions,predictor14:高赔组合期望值 V1:big_small:inverse:pc28_high_regular,target100_bankroll,2,1,0,False,0,0.0,33.6,44.5,82.95
predictions,predictor14:高赔组合期望值 V1:big_small:inverse:pc28_high_regular,target100_limit99,2,1,0,False,0,0.0,33.6,44.5,82.95
predictions,predictor14:高赔组合期望值 V1:big_small:inverse:pc28_netdisk_regular,target100_bankroll,2,1,0,False,0,-46.78,-46.78,75.1,94.38
predictions,predictor14:高赔组合期望值 V1:big_small:inverse:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,-46.78,-46.78,75.1,94.38
predictions,predictor14:高赔组合期望值 V1:big_small:low100:pc28_high_regular,target100_bankroll,2,1,0,False,0,0.0,1.85,0.0,0.0
predictions,predictor14:高赔组合期望值 V1:big_small:low100:pc28_high_regular,target100_limit99,2,1,0,False,0,0.0,1.85,0.0,0.0
predictions,predictor14:高赔组合期望值 V1:big_small:low100:pc28_netdisk_regular,target100_bankroll,2,1,0,False,0,0.0,1.96,0.0,0.0
predictions,predictor14:高赔组合期望值 V1:big_small:low100:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,0.0,1.96,0.0,0.0
predictions,predictor14:高赔组合期望值 V1:combo:direct:pc28_high_regular,target100_bankroll,2,1,0,False,1,-99.54,-99.54,99.54,119.43
predictions,predictor14:高赔组合期望值 V1:combo:direct:pc28_high_regular,target100_limit99,2,1,0,False,0,-98.54,-98.54,98.54,118.43
predictions,predictor14:高赔组合期望值 V1:combo:direct:pc28_netdisk_regular,target100_bankroll,2,1,0,False,1,-99.8,-99.8,99.8,144.8
predictions,predictor14:高赔组合期望值 V1:combo:direct:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,-98.8,-98.8,98.8,143.8
predictions,predictor14:高赔组合期望值 V1:combo:high100:pc28_high_regular,target100_bankroll,2,1,0,False,0,-33.36,-33.36,33.36,36.02
predictions,predictor14:高赔组合期望值 V1:combo:high100:pc28_high_regular,target100_limit99,2,1,0,False,0,-33.36,-33.36,33.36,36.02
predictions,predictor14:高赔组合期望值 V1:combo:high100:pc28_netdisk_regular,target100_bankroll,2,1,0,False,0,-15.2,-15.2,15.4,20.2
predictions,predictor14:高赔组合期望值 V1:combo:high100:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,-15.2,-15.2,15.4,20.2
predictions,predictor14:高赔组合期望值 V1:combo:low100:pc28_high_regular,target100_bankroll,2,1,0,False,0,-4.4,-4.4,39.37,39.37
predictions,predictor14:高赔组合期望值 V1:combo:low100:pc28_high_regular,target100_limit99,2,1,0,False,0,-4.4,-4.4,39.37,39.37
predictions,predictor14:高赔组合期望值 V1:combo:low100:pc28_netdisk_regular,target100_bankroll,2,1,0,False,0,0.0,7.4,19.2,19.2
predictions,predictor14:高赔组合期望值 V1:combo:low100:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,0.0,7.4,19.2,19.2
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_high_regular,target100_bankroll,2,1,0,False,1,-100.0,-100.0,100.0,122.0
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_high_regular,target100_limit99,2,1,0,False,0,-99.0,-99.0,99.0,121.0
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_netdisk_regular,target100_bankroll,2,1,0,False,1,-100.0,-100.0,100.0,122.0
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,-99.0,-99.0,99.0,121.0
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_high_regular,target100_bankroll,2,1,0,False,1,-99.15,-99.15,99.15,113.25
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_high_regular,target100_limit99,2,1,0,False,0,-98.15,-98.15,98.15,112.25
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_netdisk_regular,target100_bankroll,2,1,0,False,1,-99.76,-99.76,99.76,123.54
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,-98.76,-98.76,98.76,122.54
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_high_regular,target100_bankroll,2,1,0,False,0,-2.6,-2.6,3.45,6.15
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_high_regular,target100_limit99,2,1,0,False,0,-2.6,-2.6,3.45,6.15
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_netdisk_regular,target100_bankroll,2,1,0,False,0,-3.14,-3.14,3.14,4.1
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,-3.14,-3.14,3.14,4.1
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_high_regular,target100_bankroll,2,1,1,False,0,0.0,100.05,34.0,44.35
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_high_regular,target100_limit99,2,1,1,False,0,0.0,100.05,34.0,44.35
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,2,1,0,False,0,0.0,79.94,28.16,48.14
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,0.0,79.94,28.16,48.14
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_high_regular,target100_bankroll,2,1,0,False,0,0.0,6.95,2.15,7.75
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_high_regular,target100_limit99,2,1,0,False,0,0.0,6.95,2.15,7.75
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_netdisk_regular,target100_bankroll,2,1,0,False,0,0.0,0.12,5.56,9.28
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_netdisk_regular,target100_limit99,2,1,0,False,0,0.0,0.12,5.56,9.28
predictions,predictor1:小六壬预测:big_small:direct:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.7,-100.45,99.7,120.45
predictions,predictor1:小六壬预测:big_small:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.7,-99.45,98.7,120.45
predictions,predictor1:小六壬预测:big_small:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-74.92,-135.3,94.96,143.04
predictions,predictor1:小六壬预测:big_small:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-74.92,-135.3,94.96,143.04
predictions,predictor1:小六壬预测:big_small:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-23.0,-43.35,24.1,29.6
predictions,predictor1:小六壬预测:big_small:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-23.0,-43.35,24.1,29.6
predictions,predictor1:小六壬预测:big_small:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-23.5,-43.6,23.5,36.14
predictions,predictor1:小六壬预测:big_small:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-23.5,-43.6,23.5,36.14
predictions,predictor1:小六壬预测:big_small:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.1,-142.05,99.1,123.95
predictions,predictor1:小六壬预测:big_small:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.45,-141.4,98.45,123.3
predictions,predictor1:小六壬预测:big_small:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.7,-183.84,99.7,120.2
predictions,predictor1:小六壬预测:big_small:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.7,-182.84,98.7,119.2
predictions,predictor1:小六壬预测:big_small:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-5.0,9.45,8.55,18.5
predictions,predictor1:小六壬预测:big_small:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-5.0,9.45,8.55,18.5
predictions,predictor1:小六壬预测:big_small:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-4.76,3.96,9.6,18.36
predictions,predictor1:小六壬预测:big_small:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-4.76,3.96,9.6,18.36
predictions,predictor1:小六壬预测:combo:direct:pc28_high_regular,target100_bankroll,3,3,1,False,2,-99.55,-98.4,99.55,167.69
predictions,predictor1:小六壬预测:combo:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-98.55,-96.4,98.55,166.69
predictions,predictor1:小六壬预测:combo:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-99.8,-298.8,99.8,120.8
predictions,predictor1:小六壬预测:combo:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.8,-295.8,98.8,119.8
predictions,predictor1:小六壬预测:combo:high100:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.36,-39.74,99.36,99.36
predictions,predictor1:小六壬预测:combo:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.36,-38.74,98.36,98.36
predictions,predictor1:小六壬预测:combo:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.4,-103.2,99.4,102.6
predictions,predictor1:小六壬预测:combo:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.4,-102.2,98.4,101.6
predictions,predictor1:小六壬预测:combo:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-46.56,-9.92,46.56,46.56
predictions,predictor1:小六壬预测:combo:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-46.56,-9.92,46.56,46.56
predictions,predictor1:小六壬预测:combo:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-41.4,-30.2,44.0,44.0
predictions,predictor1:小六壬预测:combo:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-41.4,-30.2,44.0,44.0
predictions,predictor1:小六壬预测:number:direct:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,126.0
predictions,predictor1:小六壬预测:number:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,125.0
predictions,predictor1:小六壬预测:number:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,121.0
predictions,predictor1:小六壬预测:number:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,120.0
predictions,predictor1:小六壬预测:odd_even:direct:pc28_high_regular,target100_bankroll,3,3,1,False,2,-99.75,-98.35,99.75,126.45
predictions,predictor1:小六壬预测:odd_even:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-98.75,-96.2,98.75,125.45
predictions,predictor1:小六壬预测:odd_even:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.66,-96.68,99.66,114.34
predictions,predictor1:小六壬预测:odd_even:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.48,-95.5,98.48,114.34
predictions,predictor1:小六壬预测:odd_even:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-12.1,1.65,12.1,17.05
predictions,predictor1:小六壬预测:odd_even:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-12.1,1.65,12.1,17.05
predictions,predictor1:小六壬预测:odd_even:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-6.64,-6.7,9.26,12.8
predictions,predictor1:小六壬预测:odd_even:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-6.64,-6.7,9.26,12.8
predictions,predictor1:小六壬预测:odd_even:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.7,-81.35,99.7,158.05
predictions,predictor1:小六壬预测:odd_even:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.7,-80.35,98.7,158.05
predictions,predictor1:小六壬预测:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.04,-140.62,99.04,148.68
predictions,predictor1:小六壬预测:odd_even:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.9,-140.48,98.9,148.68
predictions,predictor1:小六壬预测:odd_even:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-1.8,10.9,5.6,8.0
predictions,predictor1:小六壬预测:odd_even:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-1.8,10.9,5.6,8.0
predictions,predictor1:小六壬预测:odd_even:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,0.64,12.68,4.18,7.04
predictions,predictor1:小六壬预测:odd_even:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,0.64,12.68,4.18,7.04
predictions,predictor2:贝叶斯推理引擎:big_small:direct:pc28_high_regular,target100_bankroll,3,3,1,False,1,-99.8,5.05,99.8,136.35
predictions,predictor2:贝叶斯推理引擎:big_small:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-98.35,6.5,98.35,134.9
predictions,predictor2:贝叶斯推理引擎:big_small:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.64,-148.96,99.64,120.2
predictions,predictor2:贝叶斯推理引擎:big_small:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.64,-147.96,98.64,120.2
predictions,predictor2:贝叶斯推理引擎:big_small:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-20.15,-14.05,21.0,21.0
predictions,predictor2:贝叶斯推理引擎:big_small:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-20.15,-14.05,21.0,21.0
predictions,predictor2:贝叶斯推理引擎:big_small:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-13.92,1.64,13.92,16.82
predictions,predictor2:贝叶斯推理引擎:big_small:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-13.92,1.64,13.92,16.82
predictions,predictor2:贝叶斯推理引擎:big_small:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.95,-56.05,99.95,121.45
predictions,predictor2:贝叶斯推理引擎:big_small:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.1,-54.2,98.1,119.6
predictions,predictor2:贝叶斯推理引擎:big_small:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.98,-134.42,99.98,119.04
predictions,predictor2:贝叶斯推理引擎:big_small:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.98,-133.42,98.98,118.04
predictions,predictor2:贝叶斯推理引擎:big_small:low100:pc28_high_regular,target100_bankroll,3,2,0,False,0,-0.5,2.75,4.3,7.15
predictions,predictor2:贝叶斯推理引擎:big_small:low100:pc28_high_regular,target100_limit99,3,2,0,False,0,-0.5,2.75,4.3,7.15
predictions,predictor2:贝叶斯推理引擎:big_small:low100:pc28_netdisk_regular,target100_bankroll,3,2,0,False,0,0.0,5.38,4.22,6.02
predictions,predictor2:贝叶斯推理引擎:big_small:low100:pc28_netdisk_regular,target100_limit99,3,2,0,False,0,0.0,5.38,4.22,6.02
predictions,predictor2:贝叶斯推理引擎:combo:direct:pc28_high_regular,target100_bankroll,3,3,1,False,1,-99.13,37.41,99.13,115.25
predictions,predictor2:贝叶斯推理引擎:combo:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-98.13,38.41,98.13,114.25
predictions,predictor2:贝叶斯推理引擎:combo:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-99.6,-298.4,99.6,176.6
predictions,predictor2:贝叶斯推理引擎:combo:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.6,-295.0,98.6,175.2
predictions,predictor2:贝叶斯推理引擎:combo:high100:pc28_high_regular,target100_bankroll,3,3,1,False,0,-37.47,68.32,82.68,116.45
predictions,predictor2:贝叶斯推理引擎:combo:high100:pc28_high_regular,target100_limit99,3,3,1,False,0,-37.47,68.32,82.68,116.45
predictions,predictor2:贝叶斯推理引擎:combo:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-57.4,-5.8,81.2,95.2
predictions,predictor2:贝叶斯推理引擎:combo:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-57.4,-5.8,81.2,95.2
predictions,predictor2:贝叶斯推理引擎:combo:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-1.56,27.71,19.23,46.7
predictions,predictor2:贝叶斯推理引擎:combo:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-1.56,27.71,19.23,46.7
predictions,predictor2:贝叶斯推理引擎:combo:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-6.0,6.0,19.2,39.4
predictions,predictor2:贝叶斯推理引擎:combo:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-6.0,6.0,19.2,39.4
predictions,predictor2:贝叶斯推理引擎:number:direct:pc28_high_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,104.0
predictions,predictor2:贝叶斯推理引擎:number:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,103.0
predictions,predictor2:贝叶斯推理引擎:number:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,3,-100.0,-300.0,100.0,104.0
predictions,predictor2:贝叶斯推理引擎:number:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-297.0,99.0,103.0
predictions,predictor2:贝叶斯推理引擎:odd_even:direct:pc28_high_regular,target100_bankroll,3,3,1,False,1,-99.5,-4.9,99.5,106.3
predictions,predictor2:贝叶斯推理引擎:odd_even:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-98.5,-3.9,98.5,105.3
predictions,predictor2:贝叶斯推理引擎:odd_even:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.78,-101.58,99.78,126.58
predictions,predictor2:贝叶斯推理引擎:odd_even:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.76,-100.56,98.76,126.58
predictions,predictor2:贝叶斯推理引擎:odd_even:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-2.5,11.1,7.55,13.6
predictions,predictor2:贝叶斯推理引擎:odd_even:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-2.5,11.1,7.55,13.6
predictions,predictor2:贝叶斯推理引擎:odd_even:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-8.26,14.18,9.2,11.1
predictions,predictor2:贝叶斯推理引擎:odd_even:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-8.26,14.18,9.2,11.1
predictions,predictor2:贝叶斯推理引擎:odd_even:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.9,-169.9,99.9,109.85
predictions,predictor2:贝叶斯推理引擎:odd_even:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.9,-168.9,98.9,108.85
predictions,predictor2:贝叶斯推理引擎:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,2,-99.9,-231.06,99.9,105.62
predictions,predictor2:贝叶斯推理引擎:odd_even:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.9,-229.04,98.9,104.6
predictions,predictor2:贝叶斯推理引擎:odd_even:low100:pc28_high_regular,target100_bankroll,3,2,0,False,0,-31.85,-43.0,33.7,42.6
predictions,predictor2:贝叶斯推理引擎:odd_even:low100:pc28_high_regular,target100_limit99,3,2,0,False,0,-31.85,-43.0,33.7,42.6
predictions,predictor2:贝叶斯推理引擎:odd_even:low100:pc28_netdisk_regular,target100_bankroll,3,2,0,False,0,-14.82,-20.72,16.76,25.24
predictions,predictor2:贝叶斯推理引擎:odd_even:low100:pc28_netdisk_regular,target100_limit99,3,2,0,False,0,-14.82,-20.72,16.76,25.24
predictions,predictor4:追长龙:big_small:direct:pc28_high_regular,target100_bankroll,3,3,0,False,2,-99.95,-138.8,99.95,117.7
predictions,predictor4:追长龙:big_small:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.95,-136.8,98.95,116.7
predictions,predictor4:追长龙:big_small:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,2,-99.22,-195.5,99.22,113.34
predictions,predictor4:追长龙:big_small:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.2,-193.48,98.2,112.34
predictions,predictor4:追长龙:big_small:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-10.15,-15.3,12.05,20.2
predictions,predictor4:追长龙:big_small:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-10.15,-15.3,12.05,20.2
predictions,predictor4:追长龙:big_small:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-10.94,-13.38,17.16,17.16
