family,strategy,policy,month,available_bets,bets,net,ending_bankroll,min_bankroll,max_principal_loss,max_drawdown,wins,refunds,losses,stop_reason,last_issue,target_reached,last_bet_time_cn
predictions,predictor14:高赔组合期望值 V1:combo:low100:pc28_high_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:combo:low100:pc28_netdisk_regular,target100_bankroll,2026-08,148,148,7.4,107.4,80.8,19.2,19.2,37,0,111,sample_end,3468990,False,2026-08-13T15:05:30+08:00
predictions,predictor14:高赔组合期望值 V1:combo:low100:pc28_netdisk_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:combo:low100:pc28_netdisk_regular,target100_limit99,2026-08,148,148,7.4,107.4,80.8,19.2,19.2,37,0,111,sample_end,3468990,False,2026-08-13T15:05:30+08:00
predictions,predictor14:高赔组合期望值 V1:combo:low100:pc28_netdisk_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_high_regular,target100_bankroll,2026-08,4579,436,-100.0,0.0,0.0,100.0,122.0,28,0,408,bankrupt,3465100,False,2026-08-03T23:13:30+08:00
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_high_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_high_regular,target100_limit99,2026-08,4579,435,-99.0,1.0,1.0,99.0,121.0,28,0,407,loss_limit,3465099,False,2026-08-03T23:10:00+08:00
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_high_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_netdisk_regular,target100_bankroll,2026-08,4579,436,-100.0,0.0,0.0,100.0,122.0,28,0,408,bankrupt,3465100,False,2026-08-03T23:13:30+08:00
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_netdisk_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_netdisk_regular,target100_limit99,2026-08,4579,435,-99.0,1.0,1.0,99.0,121.0,28,0,407,loss_limit,3465099,False,2026-08-03T23:10:00+08:00
predictions,predictor14:高赔组合期望值 V1:number:direct:pc28_netdisk_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_high_regular,target100_bankroll,2026-08,4579,1654,-99.15,0.85,0.85,99.15,113.25,401,412,841,insufficient_for_one_unit,3466363,False,2026-08-07T02:33:00+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_high_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_high_regular,target100_limit99,2026-08,4579,1653,-98.15,1.85,1.85,98.15,112.25,401,412,840,loss_limit,3466362,False,2026-08-07T02:29:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_high_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_netdisk_regular,target100_bankroll,2026-08,4579,2452,-99.76,0.24,0.24,99.76,123.54,1188,0,1264,insufficient_for_one_unit,3467163,False,2026-08-09T02:19:00+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_netdisk_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_netdisk_regular,target100_limit99,2026-08,4579,2451,-98.76,1.24,1.24,98.76,122.54,1188,0,1263,loss_limit,3467162,False,2026-08-09T02:15:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:direct:pc28_netdisk_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_high_regular,target100_bankroll,2026-08,17,17,-2.6,97.4,96.55,3.45,6.15,4,3,10,sample_end,3468372,False,2026-08-12T02:29:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_high_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_high_regular,target100_limit99,2026-08,17,17,-2.6,97.4,96.55,3.45,6.15,4,3,10,sample_end,3468372,False,2026-08-12T02:29:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_high_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_netdisk_regular,target100_bankroll,2026-08,17,17,-3.14,96.86,96.86,3.14,4.1,7,0,10,sample_end,3468372,False,2026-08-12T02:29:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_netdisk_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_netdisk_regular,target100_limit99,2026-08,17,17,-3.14,96.86,96.86,3.14,4.1,7,0,10,sample_end,3468372,False,2026-08-12T02:29:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:high100:pc28_netdisk_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_high_regular,target100_bankroll,2026-08,4579,3208,100.05,200.05,66.0,34.0,44.35,893,763,1552,profit_target,3467930,True,2026-08-11T00:09:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_high_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_high_regular,target100_limit99,2026-08,4579,3208,100.05,200.05,66.0,34.0,44.35,893,763,1552,profit_target,3467930,True,2026-08-11T00:09:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_high_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,2026-08,4579,4579,79.94,179.94,71.84,28.16,48.14,2353,0,2226,sample_end,3469309,False,2026-08-14T10:15:00+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_netdisk_regular,target100_limit99,2026-08,4579,4579,79.94,179.94,71.84,28.16,48.14,2353,0,2226,sample_end,3469309,False,2026-08-14T10:15:00+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:inverse:pc28_netdisk_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_high_regular,target100_bankroll,2026-08,87,87,6.95,106.95,97.85,2.15,7.75,27,17,43,sample_end,3468654,False,2026-08-12T18:56:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_high_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_high_regular,target100_limit99,2026-08,87,87,6.95,106.95,97.85,2.15,7.75,27,17,43,sample_end,3468654,False,2026-08-12T18:56:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_high_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_netdisk_regular,target100_bankroll,2026-08,87,87,0.12,100.12,94.44,5.56,9.28,44,0,43,sample_end,3468654,False,2026-08-12T18:56:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_netdisk_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_netdisk_regular,target100_limit99,2026-08,87,87,0.12,100.12,94.44,5.56,9.28,44,0,43,sample_end,3468654,False,2026-08-12T18:56:30+08:00
predictions,predictor14:高赔组合期望值 V1:odd_even:low100:pc28_netdisk_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor1:小六壬预测:big_small:direct:pc28_high_regular,target100_bankroll,2026-07,8185,8185,-57.85,42.15,30.15,69.85,120.45,2179,1917,4089,sample_end,3463907,False,2026-07-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_high_regular,target100_bankroll,2026-08,4784,2081,-99.7,0.3,0.3,99.7,120.4,518,505,1058,insufficient_for_one_unit,3466119,False,2026-08-06T11:46:00+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_high_regular,target100_bankroll,2026-09,2442,2442,57.1,157.1,71.8,28.2,45.0,686,544,1212,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_high_regular,target100_limit99,2026-07,8185,8185,-57.85,42.15,30.15,69.85,120.45,2179,1917,4089,sample_end,3463907,False,2026-07-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_high_regular,target100_limit99,2026-08,4784,2080,-98.7,1.3,1.3,98.7,119.4,518,505,1057,loss_limit,3466118,False,2026-08-06T11:42:30+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_high_regular,target100_limit99,2026-09,2442,2442,57.1,157.1,71.8,28.2,45.0,686,544,1212,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_netdisk_regular,target100_bankroll,2026-07,8185,8185,-74.92,25.08,17.48,82.52,143.04,4096,0,4089,sample_end,3463907,False,2026-07-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_netdisk_regular,target100_bankroll,2026-08,4784,4784,-53.78,46.22,5.04,94.96,106.0,2389,0,2395,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_netdisk_regular,target100_bankroll,2026-09,2442,2442,-6.6,93.4,54.02,45.98,56.42,1230,0,1212,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_netdisk_regular,target100_limit99,2026-07,8185,8185,-74.92,25.08,17.48,82.52,143.04,4096,0,4089,sample_end,3463907,False,2026-07-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_netdisk_regular,target100_limit99,2026-08,4784,4784,-53.78,46.22,5.04,94.96,106.0,2389,0,2395,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:direct:pc28_netdisk_regular,target100_limit99,2026-09,2442,2442,-6.6,93.4,54.02,45.98,56.42,1230,0,1212,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_high_regular,target100_bankroll,2026-07,103,103,-10.75,89.25,84.65,15.35,15.35,25,21,57,sample_end,3463565,False,2026-07-31T03:29:00+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_high_regular,target100_bankroll,2026-08,172,172,-23.0,77.0,75.9,24.1,29.6,40,35,97,sample_end,3476365,False,2026-08-31T23:45:00+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_high_regular,target100_bankroll,2026-09,26,26,-9.6,90.4,89.55,10.45,10.45,4,5,17,sample_end,3478984,False,2026-09-07T11:49:30+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_high_regular,target100_limit99,2026-07,103,103,-10.75,89.25,84.65,15.35,15.35,25,21,57,sample_end,3463565,False,2026-07-31T03:29:00+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_high_regular,target100_limit99,2026-08,172,172,-23.0,77.0,75.9,24.1,29.6,40,35,97,sample_end,3476365,False,2026-08-31T23:45:00+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_high_regular,target100_limit99,2026-09,26,26,-9.6,90.4,89.55,10.45,10.45,4,5,17,sample_end,3478984,False,2026-09-07T11:49:30+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_netdisk_regular,target100_bankroll,2026-07,103,103,-11.92,88.08,83.26,16.74,16.74,46,0,57,sample_end,3463565,False,2026-07-31T03:29:00+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_netdisk_regular,target100_bankroll,2026-08,172,172,-23.5,76.5,76.5,23.5,36.14,75,0,97,sample_end,3476365,False,2026-08-31T23:45:00+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_netdisk_regular,target100_bankroll,2026-09,26,26,-8.18,91.82,90.86,9.14,10.04,9,0,17,sample_end,3478984,False,2026-09-07T11:49:30+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_netdisk_regular,target100_limit99,2026-07,103,103,-11.92,88.08,83.26,16.74,16.74,46,0,57,sample_end,3463565,False,2026-07-31T03:29:00+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_netdisk_regular,target100_limit99,2026-08,172,172,-23.5,76.5,76.5,23.5,36.14,75,0,97,sample_end,3476365,False,2026-08-31T23:45:00+08:00
predictions,predictor1:小六壬预测:big_small:high100:pc28_netdisk_regular,target100_limit99,2026-09,26,26,-8.18,91.82,90.86,9.14,10.04,9,0,17,sample_end,3478984,False,2026-09-07T11:49:30+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_high_regular,target100_bankroll,2026-07,8185,2196,-99.1,0.9,0.9,99.1,123.95,554,518,1124,insufficient_for_one_unit,3457620,False,2026-07-16T08:26:30+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_high_regular,target100_bankroll,2026-08,4784,4784,-26.55,73.45,68.4,31.6,111.3,1277,1118,2389,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_high_regular,target100_bankroll,2026-09,2442,2442,-16.4,83.6,60.7,39.3,75.85,656,556,1230,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_high_regular,target100_limit99,2026-07,8185,2151,-98.45,1.55,1.55,98.45,123.3,543,505,1103,loss_limit,3457571,False,2026-07-16T05:35:00+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_high_regular,target100_limit99,2026-08,4784,4784,-26.55,73.45,68.4,31.6,111.3,1277,1118,2389,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_high_regular,target100_limit99,2026-09,2442,2442,-16.4,83.6,60.7,39.3,75.85,656,556,1230,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_netdisk_regular,target100_bankroll,2026-07,8185,2347,-99.7,0.3,0.3,99.7,120.2,1135,0,1212,insufficient_for_one_unit,3457784,False,2026-07-16T18:00:30+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_netdisk_regular,target100_bankroll,2026-08,4784,4784,-41.9,58.1,56.2,43.8,79.66,2395,0,2389,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_netdisk_regular,target100_bankroll,2026-09,2442,2442,-42.24,57.76,47.54,52.46,81.46,1212,0,1230,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_netdisk_regular,target100_limit99,2026-07,8185,2346,-98.7,1.3,1.3,98.7,119.2,1135,0,1211,loss_limit,3457783,False,2026-07-16T17:57:00+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_netdisk_regular,target100_limit99,2026-08,4784,4784,-41.9,58.1,56.2,43.8,79.66,2395,0,2389,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor1:小六壬预测:big_small:inverse:pc28_netdisk_regular,target100_limit99,2026-09,2442,2442,-42.24,57.76,47.54,52.46,81.46,1212,0,1230,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_high_regular,target100_bankroll,2026-07,80,80,-5.0,95.0,91.45,8.55,18.5,20,18,42,sample_end,3463828,False,2026-07-31T18:49:30+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_high_regular,target100_bankroll,2026-08,99,99,3.8,103.8,94.1,5.9,9.0,28,23,48,sample_end,3468560,False,2026-08-12T13:27:30+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_high_regular,target100_bankroll,2026-09,19,19,10.65,110.65,99.0,1.0,3.0,9,4,6,sample_end,3478045,False,2026-09-05T03:57:00+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_high_regular,target100_limit99,2026-07,80,80,-5.0,95.0,91.45,8.55,18.5,20,18,42,sample_end,3463828,False,2026-07-31T18:49:30+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_high_regular,target100_limit99,2026-08,99,99,3.8,103.8,94.1,5.9,9.0,28,23,48,sample_end,3468560,False,2026-08-12T13:27:30+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_high_regular,target100_limit99,2026-09,19,19,10.65,110.65,99.0,1.0,3.0,9,4,6,sample_end,3478045,False,2026-09-05T03:57:00+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_netdisk_regular,target100_bankroll,2026-07,80,80,-4.76,95.24,90.4,9.6,18.36,38,0,42,sample_end,3463828,False,2026-07-31T18:49:30+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_netdisk_regular,target100_bankroll,2026-08,99,99,1.98,101.98,98.76,1.24,7.04,51,0,48,sample_end,3468560,False,2026-08-12T13:27:30+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_netdisk_regular,target100_bankroll,2026-09,19,19,6.74,106.74,98.94,1.06,2.02,13,0,6,sample_end,3478045,False,2026-09-05T03:57:00+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_netdisk_regular,target100_limit99,2026-07,80,80,-4.76,95.24,90.4,9.6,18.36,38,0,42,sample_end,3463828,False,2026-07-31T18:49:30+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_netdisk_regular,target100_limit99,2026-08,99,99,1.98,101.98,98.76,1.24,7.04,51,0,48,sample_end,3468560,False,2026-08-12T13:27:30+08:00
predictions,predictor1:小六壬预测:big_small:low100:pc28_netdisk_regular,target100_limit99,2026-09,19,19,6.74,106.74,98.94,1.06,2.02,13,0,6,sample_end,3478045,False,2026-09-05T03:57:00+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_high_regular,target100_bankroll,2026-07,8185,3902,-99.29,0.71,0.71,99.29,167.69,507,462,2933,insufficient_for_one_unit,3459410,False,2026-07-20T19:36:30+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_high_regular,target100_bankroll,2026-08,4784,2050,-99.55,0.45,0.45,99.55,149.97,260,252,1538,insufficient_for_one_unit,3466088,False,2026-08-06T09:57:30+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_high_regular,target100_bankroll,2026-09,2442,1209,100.44,200.44,34.24,65.76,90.88,178,135,896,profit_target,3477680,True,2026-09-04T06:06:30+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_high_regular,target100_limit99,2026-07,8185,3901,-98.29,1.71,1.71,98.29,166.69,507,462,2932,loss_limit,3459409,False,2026-07-20T19:33:00+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_high_regular,target100_limit99,2026-08,4784,2049,-98.55,1.45,1.45,98.55,148.97,260,252,1537,loss_limit,3466087,False,2026-08-06T09:54:00+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_high_regular,target100_limit99,2026-09,2442,1209,100.44,200.44,34.24,65.76,90.88,178,135,896,profit_target,3477680,True,2026-09-04T06:06:30+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_netdisk_regular,target100_bankroll,2026-07,8185,1655,-99.8,0.2,0.2,99.8,103.6,409,0,1246,insufficient_for_one_unit,3457035,False,2026-07-14T21:46:00+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_netdisk_regular,target100_bankroll,2026-08,4784,2948,-99.8,0.2,0.2,99.8,114.6,737,0,2211,insufficient_for_one_unit,3467029,False,2026-08-08T17:57:00+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_netdisk_regular,target100_bankroll,2026-09,2442,872,-99.2,0.8,0.8,99.2,120.8,203,0,669,insufficient_for_one_unit,3477303,False,2026-09-03T07:34:00+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_netdisk_regular,target100_limit99,2026-07,8185,1654,-98.8,1.2,1.2,98.8,102.6,409,0,1245,loss_limit,3457034,False,2026-07-14T21:42:30+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_netdisk_regular,target100_limit99,2026-08,4784,2947,-98.8,1.2,1.2,98.8,113.6,737,0,2210,loss_limit,3467028,False,2026-08-08T17:53:30+08:00
predictions,predictor1:小六壬预测:combo:direct:pc28_netdisk_regular,target100_limit99,2026-09,2442,859,-98.2,1.8,1.8,98.2,119.8,200,0,659,loss_limit,3477290,False,2026-09-03T06:48:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_high_regular,target100_bankroll,2026-07,1572,319,-99.36,0.64,0.64,99.36,99.36,28,37,254,insufficient_for_one_unit,3457371,False,2026-07-15T17:22:00+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_high_regular,target100_bankroll,2026-08,972,972,17.06,117.06,65.41,34.59,52.9,132,122,718,sample_end,3476366,False,2026-08-31T23:48:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_high_regular,target100_bankroll,2026-09,449,449,42.56,142.56,75.0,25.0,33.34,67,49,333,sample_end,3479088,False,2026-09-07T17:53:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_high_regular,target100_limit99,2026-07,1572,318,-98.36,1.64,1.64,98.36,98.36,28,37,253,loss_limit,3457370,False,2026-07-15T17:18:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_high_regular,target100_limit99,2026-08,972,972,17.06,117.06,65.41,34.59,52.9,132,122,718,sample_end,3476366,False,2026-08-31T23:48:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_high_regular,target100_limit99,2026-09,449,449,42.56,142.56,75.0,25.0,33.34,67,49,333,sample_end,3479088,False,2026-09-07T17:53:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_netdisk_regular,target100_bankroll,2026-07,1572,661,-99.4,0.6,0.6,99.4,102.6,145,0,516,insufficient_for_one_unit,3459251,False,2026-07-20T09:47:00+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_netdisk_regular,target100_bankroll,2026-08,972,972,0.6,100.6,64.4,35.6,51.6,254,0,718,sample_end,3476366,False,2026-08-31T23:48:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_netdisk_regular,target100_bankroll,2026-09,449,449,-4.4,95.6,80.4,19.6,45.6,116,0,333,sample_end,3479088,False,2026-09-07T17:53:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_netdisk_regular,target100_limit99,2026-07,1572,660,-98.4,1.6,1.6,98.4,101.6,145,0,515,loss_limit,3459250,False,2026-07-20T09:43:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_netdisk_regular,target100_limit99,2026-08,972,972,0.6,100.6,64.4,35.6,51.6,254,0,718,sample_end,3476366,False,2026-08-31T23:48:30+08:00
predictions,predictor1:小六壬预测:combo:high100:pc28_netdisk_regular,target100_limit99,2026-09,449,449,-4.4,95.6,80.4,19.6,45.6,116,0,333,sample_end,3479088,False,2026-09-07T17:53:30+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_high_regular,target100_bankroll,2026-07,205,205,33.09,133.09,97.0,3.0,29.67,33,22,150,sample_end,3463670,False,2026-07-31T09:36:30+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_high_regular,target100_bankroll,2026-08,34,34,3.55,103.55,91.78,8.22,10.0,5,5,24,sample_end,3466676,False,2026-08-07T21:21:30+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_high_regular,target100_bankroll,2026-09,147,147,-46.56,53.44,53.44,46.56,46.56,13,15,119,sample_end,3478857,False,2026-09-07T04:25:00+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_high_regular,target100_limit99,2026-07,205,205,33.09,133.09,97.0,3.0,29.67,33,22,150,sample_end,3463670,False,2026-07-31T09:36:30+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_high_regular,target100_limit99,2026-08,34,34,3.55,103.55,91.78,8.22,10.0,5,5,24,sample_end,3466676,False,2026-08-07T21:21:30+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_high_regular,target100_limit99,2026-09,147,147,-46.56,53.44,53.44,46.56,46.56,13,15,119,sample_end,3478857,False,2026-09-07T04:25:00+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_netdisk_regular,target100_bankroll,2026-07,205,205,6.8,106.8,100.0,0.0,25.4,55,0,150,sample_end,3463670,False,2026-07-31T09:36:30+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_netdisk_regular,target100_bankroll,2026-08,34,34,4.4,104.4,91.8,8.2,10.0,10,0,24,sample_end,3466676,False,2026-08-07T21:21:30+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_netdisk_regular,target100_bankroll,2026-09,147,147,-41.4,58.6,56.0,44.0,44.0,28,0,119,sample_end,3478857,False,2026-09-07T04:25:00+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_netdisk_regular,target100_limit99,2026-07,205,205,6.8,106.8,100.0,0.0,25.4,55,0,150,sample_end,3463670,False,2026-07-31T09:36:30+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_netdisk_regular,target100_limit99,2026-08,34,34,4.4,104.4,91.8,8.2,10.0,10,0,24,sample_end,3466676,False,2026-08-07T21:21:30+08:00
predictions,predictor1:小六壬预测:combo:low100:pc28_netdisk_regular,target100_limit99,2026-09,147,147,-41.4,58.6,56.0,44.0,44.0,28,0,119,sample_end,3478857,False,2026-09-07T04:25:00+08:00
predictions,predictor1:小六壬预测:number:direct:pc28_high_regular,target100_bankroll,2026-07,8185,343,-100.0,0.0,0.0,100.0,100.0,19,0,324,bankrupt,3455610,False,2026-07-11T08:26:30+08:00
predictions,predictor1:小六壬预测:number:direct:pc28_high_regular,target100_bankroll,2026-08,4784,187,-100.0,0.0,0.0,100.0,126.0,5,0,182,bankrupt,3464099,False,2026-08-01T11:11:00+08:00
predictions,predictor1:小六壬预测:number:direct:pc28_high_regular,target100_bankroll,2026-09,2442,339,-100.0,0.0,0.0,100.0,118.0,19,0,320,bankrupt,3476728,False,2026-09-01T21:28:30+08:00
