family,strategy,policy,month,available_bets,bets,net,ending_bankroll,min_bankroll,max_principal_loss,max_drawdown,wins,refunds,losses,stop_reason,last_issue
predictions,fixed:number:23:pc28_high_regular,first_profit_limit20,2026-09,2813,18,37.0,137.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_high_regular,first_profit_limit99,2026-07,9246,8,47.0,147.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_high_regular,first_profit_limit99,2026-08,6358,88,22.0,122.0,44.0,56.0,56.0,2,0,86,profit_target,3463995
predictions,fixed:number:23:pc28_high_regular,first_profit_limit99,2026-09,2813,18,37.0,137.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_high_regular,target1_limit20,2026-07,9246,8,47.0,147.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_high_regular,target1_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:23:pc28_high_regular,target1_limit20,2026-09,2813,18,37.0,137.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_high_regular,target5_limit20,2026-07,9246,8,47.0,147.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_high_regular,target5_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:23:pc28_high_regular,target5_limit20,2026-09,2813,18,37.0,137.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_high_regular,target10_limit20,2026-07,9246,8,47.0,147.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_high_regular,target10_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:23:pc28_high_regular,target10_limit20,2026-09,2813,18,37.0,137.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_high_regular,target1_limit80,2026-07,9246,8,47.0,147.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_high_regular,target1_limit80,2026-08,6358,88,22.0,122.0,44.0,56.0,56.0,2,0,86,profit_target,3463995
predictions,fixed:number:23:pc28_high_regular,target1_limit80,2026-09,2813,18,37.0,137.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_netdisk_regular,bankroll_only,2026-07,9246,484,-100.0,0.0,0.0,100.0,221.0,8,0,476,bankrupt,3455145
predictions,fixed:number:23:pc28_netdisk_regular,bankroll_only,2026-08,6358,340,-100.0,0.0,0.0,100.0,191.0,5,0,335,bankrupt,3464247
predictions,fixed:number:23:pc28_netdisk_regular,bankroll_only,2026-09,2813,1300,-100.0,0.0,0.0,100.0,291.0,25,0,1275,bankrupt,3477669
predictions,fixed:number:23:pc28_netdisk_regular,first_profit_limit20,2026-07,9246,8,40.0,140.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_netdisk_regular,first_profit_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:23:pc28_netdisk_regular,first_profit_limit20,2026-09,2813,18,30.0,130.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_netdisk_regular,first_profit_limit99,2026-07,9246,8,40.0,140.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_netdisk_regular,first_profit_limit99,2026-08,6358,88,8.0,108.0,44.0,56.0,56.0,2,0,86,profit_target,3463995
predictions,fixed:number:23:pc28_netdisk_regular,first_profit_limit99,2026-09,2813,18,30.0,130.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_netdisk_regular,target1_limit20,2026-07,9246,8,40.0,140.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_netdisk_regular,target1_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:23:pc28_netdisk_regular,target1_limit20,2026-09,2813,18,30.0,130.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_netdisk_regular,target5_limit20,2026-07,9246,8,40.0,140.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_netdisk_regular,target5_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:23:pc28_netdisk_regular,target5_limit20,2026-09,2813,18,30.0,130.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_netdisk_regular,target10_limit20,2026-07,9246,8,40.0,140.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_netdisk_regular,target10_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:23:pc28_netdisk_regular,target10_limit20,2026-09,2813,18,30.0,130.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:23:pc28_netdisk_regular,target1_limit80,2026-07,9246,8,40.0,140.0,93.0,7.0,7.0,1,0,7,profit_target,3454669
predictions,fixed:number:23:pc28_netdisk_regular,target1_limit80,2026-08,6358,88,8.0,108.0,44.0,56.0,56.0,2,0,86,profit_target,3463995
predictions,fixed:number:23:pc28_netdisk_regular,target1_limit80,2026-09,2813,18,30.0,130.0,83.0,17.0,17.0,1,0,17,profit_target,3476387
predictions,fixed:number:24:pc28_high_regular,bankroll_only,2026-07,9246,244,-100.0,0.0,0.0,100.0,239.0,2,0,242,bankrupt,3454905
predictions,fixed:number:24:pc28_high_regular,bankroll_only,2026-08,6358,316,-100.0,0.0,0.0,100.0,172.0,3,0,313,bankrupt,3464223
predictions,fixed:number:24:pc28_high_regular,bankroll_only,2026-09,2813,388,-100.0,0.0,0.0,100.0,342.0,4,0,384,bankrupt,3476757
predictions,fixed:number:24:pc28_high_regular,first_profit_limit20,2026-07,9246,3,69.0,169.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_high_regular,first_profit_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:24:pc28_high_regular,first_profit_limit20,2026-09,2813,10,62.0,162.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_high_regular,first_profit_limit99,2026-07,9246,3,69.0,169.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_high_regular,first_profit_limit99,2026-08,6358,68,4.0,104.0,33.0,67.0,67.0,1,0,67,profit_target,3463975
predictions,fixed:number:24:pc28_high_regular,first_profit_limit99,2026-09,2813,10,62.0,162.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_high_regular,target1_limit20,2026-07,9246,3,69.0,169.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_high_regular,target1_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:24:pc28_high_regular,target1_limit20,2026-09,2813,10,62.0,162.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_high_regular,target5_limit20,2026-07,9246,3,69.0,169.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_high_regular,target5_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:24:pc28_high_regular,target5_limit20,2026-09,2813,10,62.0,162.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_high_regular,target10_limit20,2026-07,9246,3,69.0,169.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_high_regular,target10_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:24:pc28_high_regular,target10_limit20,2026-09,2813,10,62.0,162.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_high_regular,target1_limit80,2026-07,9246,3,69.0,169.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_high_regular,target1_limit80,2026-08,6358,68,4.0,104.0,33.0,67.0,67.0,1,0,67,profit_target,3463975
predictions,fixed:number:24:pc28_high_regular,target1_limit80,2026-09,2813,10,62.0,162.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_netdisk_regular,bankroll_only,2026-07,9246,216,-100.0,0.0,0.0,100.0,211.0,2,0,214,bankrupt,3454877
predictions,fixed:number:24:pc28_netdisk_regular,bankroll_only,2026-08,6358,274,-100.0,0.0,0.0,100.0,144.0,3,0,271,bankrupt,3464181
predictions,fixed:number:24:pc28_netdisk_regular,bankroll_only,2026-09,2813,332,-100.0,0.0,0.0,100.0,286.0,4,0,328,bankrupt,3476701
predictions,fixed:number:24:pc28_netdisk_regular,first_profit_limit20,2026-07,9246,3,55.0,155.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_netdisk_regular,first_profit_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:24:pc28_netdisk_regular,first_profit_limit20,2026-09,2813,10,48.0,148.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_netdisk_regular,first_profit_limit99,2026-07,9246,3,55.0,155.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_netdisk_regular,first_profit_limit99,2026-08,6358,72,44.0,144.0,33.0,67.0,67.0,2,0,70,profit_target,3463979
predictions,fixed:number:24:pc28_netdisk_regular,first_profit_limit99,2026-09,2813,10,48.0,148.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_netdisk_regular,target1_limit20,2026-07,9246,3,55.0,155.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_netdisk_regular,target1_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:24:pc28_netdisk_regular,target1_limit20,2026-09,2813,10,48.0,148.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_netdisk_regular,target5_limit20,2026-07,9246,3,55.0,155.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_netdisk_regular,target5_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:24:pc28_netdisk_regular,target5_limit20,2026-09,2813,10,48.0,148.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_netdisk_regular,target10_limit20,2026-07,9246,3,55.0,155.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_netdisk_regular,target10_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:24:pc28_netdisk_regular,target10_limit20,2026-09,2813,10,48.0,148.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:24:pc28_netdisk_regular,target1_limit80,2026-07,9246,3,55.0,155.0,98.0,2.0,2.0,1,0,2,profit_target,3454664
predictions,fixed:number:24:pc28_netdisk_regular,target1_limit80,2026-08,6358,72,44.0,144.0,33.0,67.0,67.0,2,0,70,profit_target,3463979
predictions,fixed:number:24:pc28_netdisk_regular,target1_limit80,2026-09,2813,10,48.0,148.0,91.0,9.0,9.0,1,0,9,profit_target,3476379
predictions,fixed:number:25:pc28_high_regular,bankroll_only,2026-07,9246,382,-100.0,0.0,0.0,100.0,240.0,2,0,380,bankrupt,3455043
predictions,fixed:number:25:pc28_high_regular,bankroll_only,2026-08,6358,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3464007
predictions,fixed:number:25:pc28_high_regular,bankroll_only,2026-09,2813,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3476469
predictions,fixed:number:25:pc28_high_regular,first_profit_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:25:pc28_high_regular,first_profit_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:25:pc28_high_regular,first_profit_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:25:pc28_high_regular,first_profit_limit99,2026-07,9246,77,64.0,164.0,24.0,76.0,76.0,1,0,76,profit_target,3454738
predictions,fixed:number:25:pc28_high_regular,first_profit_limit99,2026-08,6358,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3464006
predictions,fixed:number:25:pc28_high_regular,first_profit_limit99,2026-09,2813,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3476468
predictions,fixed:number:25:pc28_high_regular,target1_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:25:pc28_high_regular,target1_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:25:pc28_high_regular,target1_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:25:pc28_high_regular,target5_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:25:pc28_high_regular,target5_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:25:pc28_high_regular,target5_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:25:pc28_high_regular,target10_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:25:pc28_high_regular,target10_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:25:pc28_high_regular,target10_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:25:pc28_high_regular,target1_limit80,2026-07,9246,77,64.0,164.0,24.0,76.0,76.0,1,0,76,profit_target,3454738
predictions,fixed:number:25:pc28_high_regular,target1_limit80,2026-08,6358,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3463987
predictions,fixed:number:25:pc28_high_regular,target1_limit80,2026-09,2813,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3476449
predictions,fixed:number:25:pc28_netdisk_regular,bankroll_only,2026-07,9246,376,-100.0,0.0,0.0,100.0,234.0,2,0,374,bankrupt,3455037
predictions,fixed:number:25:pc28_netdisk_regular,bankroll_only,2026-08,6358,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3464007
predictions,fixed:number:25:pc28_netdisk_regular,bankroll_only,2026-09,2813,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3476469
predictions,fixed:number:25:pc28_netdisk_regular,first_profit_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:25:pc28_netdisk_regular,first_profit_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:25:pc28_netdisk_regular,first_profit_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:25:pc28_netdisk_regular,first_profit_limit99,2026-07,9246,77,61.0,161.0,24.0,76.0,76.0,1,0,76,profit_target,3454738
predictions,fixed:number:25:pc28_netdisk_regular,first_profit_limit99,2026-08,6358,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3464006
predictions,fixed:number:25:pc28_netdisk_regular,first_profit_limit99,2026-09,2813,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3476468
predictions,fixed:number:25:pc28_netdisk_regular,target1_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:25:pc28_netdisk_regular,target1_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:25:pc28_netdisk_regular,target1_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:25:pc28_netdisk_regular,target5_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:25:pc28_netdisk_regular,target5_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:25:pc28_netdisk_regular,target5_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:25:pc28_netdisk_regular,target10_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:25:pc28_netdisk_regular,target10_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:25:pc28_netdisk_regular,target10_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:25:pc28_netdisk_regular,target1_limit80,2026-07,9246,77,61.0,161.0,24.0,76.0,76.0,1,0,76,profit_target,3454738
predictions,fixed:number:25:pc28_netdisk_regular,target1_limit80,2026-08,6358,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3463987
predictions,fixed:number:25:pc28_netdisk_regular,target1_limit80,2026-09,2813,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3476449
predictions,fixed:number:26:pc28_high_regular,bankroll_only,2026-07,9246,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3454761
predictions,fixed:number:26:pc28_high_regular,bankroll_only,2026-08,6358,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3464007
predictions,fixed:number:26:pc28_high_regular,bankroll_only,2026-09,2813,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3476469
predictions,fixed:number:26:pc28_high_regular,first_profit_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:26:pc28_high_regular,first_profit_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:26:pc28_high_regular,first_profit_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:26:pc28_high_regular,first_profit_limit99,2026-07,9246,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3454760
predictions,fixed:number:26:pc28_high_regular,first_profit_limit99,2026-08,6358,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3464006
predictions,fixed:number:26:pc28_high_regular,first_profit_limit99,2026-09,2813,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3476468
predictions,fixed:number:26:pc28_high_regular,target1_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:26:pc28_high_regular,target1_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:26:pc28_high_regular,target1_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:26:pc28_high_regular,target5_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:26:pc28_high_regular,target5_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:26:pc28_high_regular,target5_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:26:pc28_high_regular,target10_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:26:pc28_high_regular,target10_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:26:pc28_high_regular,target10_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:26:pc28_high_regular,target1_limit80,2026-07,9246,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3454741
predictions,fixed:number:26:pc28_high_regular,target1_limit80,2026-08,6358,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3463987
predictions,fixed:number:26:pc28_high_regular,target1_limit80,2026-09,2813,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3476449
predictions,fixed:number:26:pc28_netdisk_regular,bankroll_only,2026-07,9246,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3454761
predictions,fixed:number:26:pc28_netdisk_regular,bankroll_only,2026-08,6358,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3464007
predictions,fixed:number:26:pc28_netdisk_regular,bankroll_only,2026-09,2813,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3476469
predictions,fixed:number:26:pc28_netdisk_regular,first_profit_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:26:pc28_netdisk_regular,first_profit_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:26:pc28_netdisk_regular,first_profit_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:26:pc28_netdisk_regular,first_profit_limit99,2026-07,9246,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3454760
predictions,fixed:number:26:pc28_netdisk_regular,first_profit_limit99,2026-08,6358,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3464006
predictions,fixed:number:26:pc28_netdisk_regular,first_profit_limit99,2026-09,2813,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3476468
predictions,fixed:number:26:pc28_netdisk_regular,target1_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:26:pc28_netdisk_regular,target1_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:26:pc28_netdisk_regular,target1_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:26:pc28_netdisk_regular,target5_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:26:pc28_netdisk_regular,target5_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:26:pc28_netdisk_regular,target5_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:26:pc28_netdisk_regular,target10_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:26:pc28_netdisk_regular,target10_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:26:pc28_netdisk_regular,target10_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:26:pc28_netdisk_regular,target1_limit80,2026-07,9246,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3454741
predictions,fixed:number:26:pc28_netdisk_regular,target1_limit80,2026-08,6358,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3463987
predictions,fixed:number:26:pc28_netdisk_regular,target1_limit80,2026-09,2813,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3476449
predictions,fixed:number:27:pc28_high_regular,bankroll_only,2026-07,9246,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3454761
predictions,fixed:number:27:pc28_high_regular,bankroll_only,2026-08,6358,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3464007
predictions,fixed:number:27:pc28_high_regular,bankroll_only,2026-09,2813,100,-100.0,0.0,0.0,100.0,100.0,0,0,100,bankrupt,3476469
predictions,fixed:number:27:pc28_high_regular,first_profit_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:27:pc28_high_regular,first_profit_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:27:pc28_high_regular,first_profit_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:27:pc28_high_regular,first_profit_limit99,2026-07,9246,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3454760
predictions,fixed:number:27:pc28_high_regular,first_profit_limit99,2026-08,6358,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3464006
predictions,fixed:number:27:pc28_high_regular,first_profit_limit99,2026-09,2813,99,-99.0,1.0,1.0,99.0,99.0,0,0,99,loss_limit,3476468
predictions,fixed:number:27:pc28_high_regular,target1_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:27:pc28_high_regular,target1_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:27:pc28_high_regular,target1_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:27:pc28_high_regular,target5_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:27:pc28_high_regular,target5_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:27:pc28_high_regular,target5_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:27:pc28_high_regular,target10_limit20,2026-07,9246,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454681
predictions,fixed:number:27:pc28_high_regular,target10_limit20,2026-08,6358,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463927
predictions,fixed:number:27:pc28_high_regular,target10_limit20,2026-09,2813,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3476389
predictions,fixed:number:27:pc28_high_regular,target1_limit80,2026-07,9246,80,-80.0,20.0,20.0,80.0,80.0,0,0,80,loss_limit,3454741
