family,strategy,policy,month,available_bets,bets,net,ending_bankroll,min_bankroll,max_principal_loss,max_drawdown,wins,refunds,losses,stop_reason,last_issue
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,bankroll_only,2026-08,41,41,2.43,102.43,87.11,12.89,13.67,6,5,30,sample_end,3468498
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,bankroll_only,2026-09,12,12,3.66,103.66,95.0,5.0,5.0,2,3,7,sample_end,3477998
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,first_profit_limit20,2026-07,183,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3456807
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,first_profit_limit20,2026-08,41,6,0.78,100.78,95.0,5.0,5.0,1,0,5,profit_target,3463914
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,first_profit_limit20,2026-09,12,6,0.33,100.33,95.0,5.0,5.0,1,0,5,profit_target,3477437
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,first_profit_limit99,2026-07,183,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3456807
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,first_profit_limit99,2026-08,41,6,0.78,100.78,95.0,5.0,5.0,1,0,5,profit_target,3463914
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,first_profit_limit99,2026-09,12,6,0.33,100.33,95.0,5.0,5.0,1,0,5,profit_target,3477437
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target1_limit20,2026-07,183,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3456807
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target1_limit20,2026-08,41,41,2.43,102.43,87.11,12.89,13.67,6,5,30,profit_target,3468498
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target1_limit20,2026-09,12,8,4.66,104.66,95.0,5.0,5.0,2,0,6,profit_target,3477439
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target5_limit20,2026-07,183,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3456807
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target5_limit20,2026-08,41,41,2.43,102.43,87.11,12.89,13.67,6,5,30,sample_end,3468498
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target5_limit20,2026-09,12,12,3.66,103.66,95.0,5.0,5.0,2,3,7,sample_end,3477998
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target10_limit20,2026-07,183,9,10.99,110.99,100.0,0.0,3.0,3,1,5,profit_target,3458169
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target10_limit20,2026-08,41,41,2.43,102.43,87.11,12.89,13.67,6,5,30,sample_end,3468498
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target10_limit20,2026-09,12,12,3.66,103.66,95.0,5.0,5.0,2,3,7,sample_end,3477998
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target1_limit80,2026-07,183,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3456807
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target1_limit80,2026-08,41,41,2.43,102.43,87.11,12.89,13.67,6,5,30,profit_target,3468498
predictions,predictor5:找平衡:combo:low100:pc28_high_regular,target1_limit80,2026-09,12,8,4.66,104.66,95.0,5.0,5.0,2,0,6,profit_target,3477439
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,bankroll_only,2026-07,183,183,-15.6,84.4,77.8,22.2,34.6,42,0,141,sample_end,3463907
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,bankroll_only,2026-08,41,41,3.4,103.4,90.2,9.8,9.8,11,0,30,sample_end,3468498
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,bankroll_only,2026-09,12,12,9.0,109.0,95.0,5.0,5.0,5,0,7,sample_end,3477998
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,first_profit_limit20,2026-07,183,1,3.2,103.2,100.0,0.0,0.0,1,0,0,profit_target,3456807
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,first_profit_limit20,2026-08,41,40,0.2,100.2,90.2,9.8,9.8,10,0,30,profit_target,3468492
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,first_profit_limit20,2026-09,12,8,0.4,100.4,95.0,5.0,5.0,2,0,6,profit_target,3477439
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,first_profit_limit99,2026-07,183,1,3.2,103.2,100.0,0.0,0.0,1,0,0,profit_target,3456807
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,first_profit_limit99,2026-08,41,40,0.2,100.2,90.2,9.8,9.8,10,0,30,profit_target,3468492
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,first_profit_limit99,2026-09,12,8,0.4,100.4,95.0,5.0,5.0,2,0,6,profit_target,3477439
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target1_limit20,2026-07,183,1,3.2,103.2,100.0,0.0,0.0,1,0,0,profit_target,3456807
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target1_limit20,2026-08,41,41,3.4,103.4,90.2,9.8,9.8,11,0,30,profit_target,3468498
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target1_limit20,2026-09,12,9,3.6,103.6,95.0,5.0,5.0,3,0,6,profit_target,3477964
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target5_limit20,2026-07,183,2,6.4,106.4,100.0,0.0,0.0,2,0,0,profit_target,3456811
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target5_limit20,2026-08,41,41,3.4,103.4,90.2,9.8,9.8,11,0,30,sample_end,3468498
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target5_limit20,2026-09,12,11,5.8,105.8,95.0,5.0,5.0,4,0,7,profit_target,3477997
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target10_limit20,2026-07,183,10,11.0,111.0,100.0,0.0,3.0,5,0,5,profit_target,3458170
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target10_limit20,2026-08,41,41,3.4,103.4,90.2,9.8,9.8,11,0,30,sample_end,3468498
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target10_limit20,2026-09,12,12,9.0,109.0,95.0,5.0,5.0,5,0,7,sample_end,3477998
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target1_limit80,2026-07,183,1,3.2,103.2,100.0,0.0,0.0,1,0,0,profit_target,3456807
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target1_limit80,2026-08,41,41,3.4,103.4,90.2,9.8,9.8,11,0,30,profit_target,3468498
predictions,predictor5:找平衡:combo:low100:pc28_netdisk_regular,target1_limit80,2026-09,12,9,3.6,103.6,95.0,5.0,5.0,3,0,6,profit_target,3477964
predictions,predictor5:找平衡:number:direct:pc28_high_regular,bankroll_only,2026-07,8478,186,-100.0,0.0,0.0,100.0,100.0,7,0,179,bankrupt,3454856
predictions,predictor5:找平衡:number:direct:pc28_high_regular,bankroll_only,2026-08,2710,246,-100.0,0.0,0.0,100.0,100.0,12,0,234,bankrupt,3464160
predictions,predictor5:找平衡:number:direct:pc28_high_regular,bankroll_only,2026-09,1804,350,-100.0,0.0,0.0,100.0,103.0,20,0,330,bankrupt,3476735
predictions,predictor5:找平衡:number:direct:pc28_high_regular,first_profit_limit20,2026-07,8478,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454682
predictions,predictor5:找平衡:number:direct:pc28_high_regular,first_profit_limit20,2026-08,2710,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463928
predictions,predictor5:找平衡:number:direct:pc28_high_regular,first_profit_limit20,2026-09,1804,9,3.0,103.0,92.0,8.0,8.0,1,0,8,profit_target,3476378
predictions,predictor5:找平衡:number:direct:pc28_high_regular,first_profit_limit99,2026-07,8478,185,-99.0,1.0,1.0,99.0,99.0,7,0,178,loss_limit,3454855
predictions,predictor5:找平衡:number:direct:pc28_high_regular,first_profit_limit99,2026-08,2710,245,-99.0,1.0,1.0,99.0,99.0,12,0,233,loss_limit,3464159
predictions,predictor5:找平衡:number:direct:pc28_high_regular,first_profit_limit99,2026-09,1804,9,3.0,103.0,92.0,8.0,8.0,1,0,8,profit_target,3476378
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target1_limit20,2026-07,8478,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454682
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target1_limit20,2026-08,2710,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463928
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target1_limit20,2026-09,1804,9,3.0,103.0,92.0,8.0,8.0,1,0,8,profit_target,3476378
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target5_limit20,2026-07,8478,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454682
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target5_limit20,2026-08,2710,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463928
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target5_limit20,2026-09,1804,44,-20.0,80.0,80.0,20.0,23.0,2,0,42,loss_limit,3476413
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target10_limit20,2026-07,8478,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454682
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target10_limit20,2026-08,2710,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463928
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target10_limit20,2026-09,1804,44,-20.0,80.0,80.0,20.0,23.0,2,0,42,loss_limit,3476413
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target1_limit80,2026-07,8478,166,-80.0,20.0,20.0,80.0,80.0,7,0,159,loss_limit,3454836
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target1_limit80,2026-08,2710,226,-80.0,20.0,20.0,80.0,80.0,12,0,214,loss_limit,3464140
predictions,predictor5:找平衡:number:direct:pc28_high_regular,target1_limit80,2026-09,1804,9,3.0,103.0,92.0,8.0,8.0,1,0,8,profit_target,3476378
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,bankroll_only,2026-07,8478,186,-100.0,0.0,0.0,100.0,100.0,7,0,179,bankrupt,3454856
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,bankroll_only,2026-08,2710,246,-100.0,0.0,0.0,100.0,100.0,12,0,234,bankrupt,3464160
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,bankroll_only,2026-09,1804,350,-100.0,0.0,0.0,100.0,103.0,20,0,330,bankrupt,3476735
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,first_profit_limit20,2026-07,8478,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454682
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,first_profit_limit20,2026-08,2710,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463928
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,first_profit_limit20,2026-09,1804,9,3.0,103.0,92.0,8.0,8.0,1,0,8,profit_target,3476378
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,first_profit_limit99,2026-07,8478,185,-99.0,1.0,1.0,99.0,99.0,7,0,178,loss_limit,3454855
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,first_profit_limit99,2026-08,2710,245,-99.0,1.0,1.0,99.0,99.0,12,0,233,loss_limit,3464159
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,first_profit_limit99,2026-09,1804,9,3.0,103.0,92.0,8.0,8.0,1,0,8,profit_target,3476378
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target1_limit20,2026-07,8478,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454682
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target1_limit20,2026-08,2710,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463928
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target1_limit20,2026-09,1804,9,3.0,103.0,92.0,8.0,8.0,1,0,8,profit_target,3476378
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target5_limit20,2026-07,8478,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454682
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target5_limit20,2026-08,2710,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463928
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target5_limit20,2026-09,1804,44,-20.0,80.0,80.0,20.0,23.0,2,0,42,loss_limit,3476413
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target10_limit20,2026-07,8478,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3454682
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target10_limit20,2026-08,2710,20,-20.0,80.0,80.0,20.0,20.0,0,0,20,loss_limit,3463928
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target10_limit20,2026-09,1804,44,-20.0,80.0,80.0,20.0,23.0,2,0,42,loss_limit,3476413
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target1_limit80,2026-07,8478,166,-80.0,20.0,20.0,80.0,80.0,7,0,159,loss_limit,3454836
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target1_limit80,2026-08,2710,226,-80.0,20.0,20.0,80.0,80.0,12,0,214,loss_limit,3464140
predictions,predictor5:找平衡:number:direct:pc28_netdisk_regular,target1_limit80,2026-09,1804,9,3.0,103.0,92.0,8.0,8.0,1,0,8,profit_target,3476378
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,bankroll_only,2026-07,8478,8478,79.35,179.35,80.35,19.65,78.95,2311,1971,4196,sample_end,3463907
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,bankroll_only,2026-08,2710,2710,-53.5,46.5,31.8,68.2,110.45,710,633,1367,sample_end,3476369
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,bankroll_only,2026-09,1804,1804,-17.25,82.75,66.9,33.1,49.15,475,433,896,sample_end,3479167
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,first_profit_limit20,2026-07,8478,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3454662
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,first_profit_limit20,2026-08,2710,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3463909
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,first_profit_limit20,2026-09,1804,14,0.55,100.55,97.85,2.15,2.15,3,6,5,profit_target,3476383
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,first_profit_limit99,2026-07,8478,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3454662
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,first_profit_limit99,2026-08,2710,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3463909
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,first_profit_limit99,2026-09,1804,14,0.55,100.55,97.85,2.15,2.15,3,6,5,profit_target,3476383
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target1_limit20,2026-07,8478,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3454662
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target1_limit20,2026-08,2710,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3463909
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target1_limit20,2026-09,1804,214,1.3,101.3,85.75,14.25,14.8,58,50,106,profit_target,3476589
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target5_limit20,2026-07,8478,75,-19.25,80.75,80.75,19.25,22.45,15,13,47,loss_limit,3454743
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target5_limit20,2026-08,2710,22,5.8,105.8,97.85,2.15,4.0,8,5,9,profit_target,3463930
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target5_limit20,2026-09,1804,216,5.0,105.0,85.75,14.25,14.8,60,50,106,profit_target,3476591
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target10_limit20,2026-07,8478,75,-19.25,80.75,80.75,19.25,22.45,15,13,47,loss_limit,3454743
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target10_limit20,2026-08,2710,92,10.35,110.35,97.85,2.15,9.5,31,14,47,profit_target,3464001
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target10_limit20,2026-09,1804,413,-19.3,80.7,80.7,19.3,24.3,102,103,208,loss_limit,3476804
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target1_limit80,2026-07,8478,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3454662
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target1_limit80,2026-08,2710,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3463909
predictions,predictor5:找平衡:odd_even:direct:pc28_high_regular,target1_limit80,2026-09,1804,214,1.3,101.3,85.75,14.25,14.8,58,50,106,profit_target,3476589
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,bankroll_only,2026-07,8478,8478,0.36,100.36,65.16,34.84,112.06,4282,0,4196,sample_end,3463907
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,bankroll_only,2026-08,2710,2710,-50.86,49.14,31.66,68.34,89.26,1343,0,1367,sample_end,3476369
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,bankroll_only,2026-09,1804,1804,-6.16,93.84,78.66,21.34,32.4,908,0,896,sample_end,3479167
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,first_profit_limit20,2026-07,8478,1,0.98,100.98,100.0,0.0,0.0,1,0,0,profit_target,3454662
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,first_profit_limit20,2026-08,2710,1,0.98,100.98,100.0,0.0,0.0,1,0,0,profit_target,3463909
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,first_profit_limit20,2026-09,1804,3,0.96,100.96,99.0,1.0,1.0,2,0,1,profit_target,3476372
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,first_profit_limit99,2026-07,8478,1,0.98,100.98,100.0,0.0,0.0,1,0,0,profit_target,3454662
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,first_profit_limit99,2026-08,2710,1,0.98,100.98,100.0,0.0,0.0,1,0,0,profit_target,3463909
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,first_profit_limit99,2026-09,1804,3,0.96,100.96,99.0,1.0,1.0,2,0,1,profit_target,3476372
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target1_limit20,2026-07,8478,75,-19.56,80.44,80.44,19.56,20.54,28,0,47,loss_limit,3454743
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target1_limit20,2026-08,2710,18,1.8,101.8,96.98,3.02,4.0,10,0,8,profit_target,3463926
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target1_limit20,2026-09,1804,8,1.9,101.9,99.0,1.0,1.02,5,0,3,profit_target,3476377
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target5_limit20,2026-07,8478,75,-19.56,80.44,80.44,19.56,20.54,28,0,47,loss_limit,3454743
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target5_limit20,2026-08,2710,123,5.7,105.7,92.24,7.76,12.46,65,0,58,profit_target,3464033
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target5_limit20,2026-09,1804,757,5.3,105.3,84.52,15.48,20.08,385,0,372,profit_target,3477183
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target10_limit20,2026-07,8478,75,-19.56,80.44,80.44,19.56,20.54,28,0,47,loss_limit,3454743
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target10_limit20,2026-08,2710,160,10.28,110.28,92.24,7.76,12.46,86,0,74,profit_target,3464071
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target10_limit20,2026-09,1804,774,10.08,110.08,84.52,15.48,20.08,396,0,378,profit_target,3477201
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target1_limit80,2026-07,8478,276,1.2,101.2,80.38,19.62,20.6,140,0,136,profit_target,3454955
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target1_limit80,2026-08,2710,18,1.8,101.8,96.98,3.02,4.0,10,0,8,profit_target,3463926
predictions,predictor5:找平衡:odd_even:direct:pc28_netdisk_regular,target1_limit80,2026-09,1804,8,1.9,101.9,99.0,1.0,1.02,5,0,3,profit_target,3476377
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,bankroll_only,2026-07,247,247,10.9,110.9,91.25,8.75,17.4,74,47,126,sample_end,3463711
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,bankroll_only,2026-08,98,98,3.8,103.8,93.35,6.65,15.6,28,22,48,sample_end,3468849
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,bankroll_only,2026-09,14,14,2.25,102.25,99.7,0.3,3.0,5,2,7,sample_end,3477203
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,first_profit_limit20,2026-07,247,2,0.85,100.85,99.0,1.0,1.0,1,0,1,profit_target,3456114
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,first_profit_limit20,2026-08,98,2,1.85,101.85,100.0,0.0,0.0,1,1,0,profit_target,3464083
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,first_profit_limit20,2026-09,14,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3477183
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,first_profit_limit99,2026-07,247,2,0.85,100.85,99.0,1.0,1.0,1,0,1,profit_target,3456114
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,first_profit_limit99,2026-08,98,2,1.85,101.85,100.0,0.0,0.0,1,1,0,profit_target,3464083
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,first_profit_limit99,2026-09,14,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3477183
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target1_limit20,2026-07,247,3,2.7,102.7,99.0,1.0,1.0,2,0,1,profit_target,3456115
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target1_limit20,2026-08,98,2,1.85,101.85,100.0,0.0,0.0,1,1,0,profit_target,3464083
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target1_limit20,2026-09,14,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3477183
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target5_limit20,2026-07,247,64,5.0,105.0,91.25,8.75,11.45,20,12,32,profit_target,3457506
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target5_limit20,2026-08,98,12,5.25,105.25,100.0,0.0,2.0,5,3,4,profit_target,3464093
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target5_limit20,2026-09,14,14,2.25,102.25,99.7,0.3,3.0,5,2,7,sample_end,3477203
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target10_limit20,2026-07,247,67,10.55,110.55,91.25,8.75,11.45,23,12,32,profit_target,3457509
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target10_limit20,2026-08,98,98,3.8,103.8,93.35,6.65,15.6,28,22,48,sample_end,3468849
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target10_limit20,2026-09,14,14,2.25,102.25,99.7,0.3,3.0,5,2,7,sample_end,3477203
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target1_limit80,2026-07,247,3,2.7,102.7,99.0,1.0,1.0,2,0,1,profit_target,3456115
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target1_limit80,2026-08,98,2,1.85,101.85,100.0,0.0,0.0,1,1,0,profit_target,3464083
predictions,predictor5:找平衡:odd_even:high100:pc28_high_regular,target1_limit80,2026-09,14,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3477183
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,bankroll_only,2026-07,247,247,-7.42,92.58,87.64,12.36,16.62,121,0,126,sample_end,3463711
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,bankroll_only,2026-08,98,98,1.0,101.0,92.6,7.4,14.18,50,0,48,sample_end,3468849
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,bankroll_only,2026-09,14,14,-0.14,99.86,97.94,2.06,3.04,7,0,7,sample_end,3477203
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,first_profit_limit20,2026-07,247,3,0.96,100.96,99.0,1.0,1.0,2,0,1,profit_target,3456115
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,first_profit_limit20,2026-08,98,1,0.98,100.98,100.0,0.0,0.0,1,0,0,profit_target,3464082
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,first_profit_limit20,2026-09,14,1,0.98,100.98,100.0,0.0,0.0,1,0,0,profit_target,3477183
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,first_profit_limit99,2026-07,247,3,0.96,100.96,99.0,1.0,1.0,2,0,1,profit_target,3456115
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,first_profit_limit99,2026-08,98,1,0.98,100.98,100.0,0.0,0.0,1,0,0,profit_target,3464082
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,first_profit_limit99,2026-09,14,1,0.98,100.98,100.0,0.0,0.0,1,0,0,profit_target,3477183
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target1_limit20,2026-07,247,66,1.32,101.32,90.82,9.18,10.14,34,0,32,profit_target,3457508
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target1_limit20,2026-08,98,2,1.96,101.96,100.0,0.0,0.0,2,0,0,profit_target,3464083
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target1_limit20,2026-09,14,14,-0.14,99.86,97.94,2.06,3.04,7,0,7,sample_end,3477203
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target5_limit20,2026-07,247,247,-7.42,92.58,87.64,12.36,16.62,121,0,126,sample_end,3463711
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target5_limit20,2026-08,98,14,5.8,105.8,100.0,0.0,2.02,10,0,4,profit_target,3464095
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target5_limit20,2026-09,14,14,-0.14,99.86,97.94,2.06,3.04,7,0,7,sample_end,3477203
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target10_limit20,2026-07,247,247,-7.42,92.58,87.64,12.36,16.62,121,0,126,sample_end,3463711
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target10_limit20,2026-08,98,98,1.0,101.0,92.6,7.4,14.18,50,0,48,sample_end,3468849
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target10_limit20,2026-09,14,14,-0.14,99.86,97.94,2.06,3.04,7,0,7,sample_end,3477203
predictions,predictor5:找平衡:odd_even:high100:pc28_netdisk_regular,target1_limit80,2026-07,247,66,1.32,101.32,90.82,9.18,10.14,34,0,32,profit_target,3457508
